,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
キラーエリート - “殺すこと”が存在意義となった人間を表すルーツ。シリアルキラーや暗殺者など。対人戦に特化した凄腕の傭兵もここに含まれる(『ドミニオンズ』にて追加)。,,,,,,,,,,,
DO,キラーエリート,殺しの天才,自動、魔獣,5,常時,自動成功,自身,なし,0,取得時に白兵攻撃、射撃攻撃、特殊攻撃からひとつ選択する。《魔獣化》中、あなたが行なう選択した攻撃のダメージに+[Lv×3]する。あなたの《魔獣化》のコストは+Lvされる。,ｷﾗｰｴﾘｰﾄ
DO,キラーエリート,獲物は君だ,なし,1,セットアップ,自動成功,単体,シーン,4,対象に[恐怖：あなた]を与え、あなたがそのシナリオ中に対象に与えるダメージを+1D6する。あなたがシーンに登場していなくても使用でき、対象がかりそめの死か真の死となるまで、このアーツは再び使用できない。,ｷﾗｰｴﾘｰﾄ
DO,キラーエリート,殺害衝動,なし,1,常時,自動成功,自身,なし,4,あなたの【行動値】を+[あなたが持つエゴの数×4]する。あなたの絆がエゴ化した場合、必ず【誰かを殺したい】となる。愛を1点消費することで、あなたはそのエゴひとつの内容を変更できる。,ｷﾗｰｴﾘｰﾄ
DO,キラーエリート,殺戮専用,なし,3,常時,自動成功,自身,なし,Lv+1,あなたが行なう命中判定とドッジの達成値に+[Lv+1]、それ以外の達成値に-Lvする。,ｷﾗｰｴﾘｰﾄ
DO,キラーエリート,だから殺しはやめられない,魔獣,3,効果参照,効果参照,自身,なし,3,あなたが他のキャラクターの【FP】を0にした直後に使用する。そのシーン中、あなたは《殺しの天才》のLvを+1する(最大Lvを超えてもよい)。この効果は[Lv+1]回まで重複し、《獲物は君だ》の対象の【FP】を0にした場合、効果がシーン中ではなくシナリオ中持続する。,ｷﾗｰｴﾘｰﾄ
DO,キラーエリート,殺尽終了,20、魔獣,1,効果参照,自動成功,単体,シーン,罪,あなたが対象に1点でもダメージを与えた直後に使用する。対象の【FP】は0となる。対象は愛か罪1点か、ドミニオンアーツ(災厄級は除く)の使用回数を1回分消費することでこの効果を打ち消せる。1シーンに1回まで使用でき、対象を単体から変更できない。,ｷﾗｰｴﾘｰﾄ
DO,キラーエリート,殺神偏愛,0、魔獣,1,判定直後,自動成功,単体,シーン,愛,あなたが行なう攻撃に対して対象がリアクションを行なった直後に使用する。その判定をファンブルに変更する。《獲物は君だ》の効果を受けている対象がその攻撃から受けるダメージは、アーツやアイテムの効果で軽減できない。1シーンに1回まで使用できる。,ｷﾗｰｴﾘｰﾄ
DO,キラーエリート,殺傷連鎖,純血、魔獣,1,効果参照,自動成功,自身,なし,罪,あなたが攻撃を行なった直後に使用する。あなたは即座にメインプロセスを1回行なう。この時、メジャーアクションでは必ず攻撃を行なうこと。1シナリオに1回まで使用できる。,ｷﾗｰｴﾘｰﾄ
AD,キラーエリート,ナチュラルボーンキラー,なし,1,マイナー,自動成功,自身,なし,3,あなたは隠密状態になる。敵とエンゲージ中でも隠密状態になれる。この隠密状態の間、あなたが行なう攻撃のダメージを+1D6する。,ｷﾗｰｴﾘｰﾄ
AD,キラーエリート,殺しの隠し球,20,1,効果参照,自動成功,自身,なし,8,あなたが攻撃を行なう直前に使用する。その命中判定に+3、ダメージに+5D6する。1シナリオに1回まで使用できる。,ｷﾗｰｴﾘｰﾄ
ヴィジランテ - 正体を隠して悪と戦う道を選んだものたちを表すルーツ(『アドヴェント』にて追加)。,,,,,,,,,,,
AD,ヴィジランテ,正義のコスチューム,自動、魔獣、ア,1,常時,自動成功,自身,なし,0,あなたが常備化している防具ひとつを選択し、装備中【社会】属性のA値を+【感情B】、攻撃ダメージに+1D6する。それは《魔獣化》と同時に即座に装備および交換でき、《魔獣化》中のみ装備できる。あなたの《魔獣化》のコストは+2される。プリプレイに選択し直してもよい。,ｳﾞｨｼﾞﾗﾝﾃ
AD,ヴィジランテ,悪漢制圧,攻撃,1,メジャー,【白兵】【射撃】,単体,武器,3,対象に白兵攻撃か射撃攻撃を行なう。この攻撃の命中判定に+2し、1点でもダメージを与えた場合、狼狽、束縛、[恐怖：あなた]のいずれかを与える。使用時に選択すること。,ｳﾞｨｼﾞﾗﾝﾃ
AD,ヴィジランテ,スペシャルガジェット,ア,3,常時,自動成功,自身,なし,3,あなたが取得できるアイテムから、常備化に必要な経験点の合計が[Lv×10+10]点以下のものを取得できる。プリプレイに選択し直してもよい。あなたがイレギュラー以外のブラッドを持たない場合、取得に特定のブラッドやルーツが必要なアイテムも取得できる(ただし最大Lv個),ｳﾞｨｼﾞﾗﾝﾃ
AD,ヴィジランテ,精神的超人,なし,1,常時,自動成功,自身,なし,2,あなたの【社会】のA値を+【感情B】し、あなたは恐怖を受けない。,ｳﾞｨｼﾞﾗﾝﾃ
AD,ヴィジランテ,不殺の誓い,なし,3,常時,自動成功,自身,なし,3,あなたは常に、他のキャラクターを真の死にできない。そのような場合、代わりにかりそめの死となる。《魔獣化》中、あなたが行なう攻撃のダメージを+[Lv×3]する。,ｳﾞｨｼﾞﾗﾝﾃ
AD,ヴィジランテ,容赦なき情報収集,なし,1,判定直前,自動成功,自身,なし,0,あなたが行なう情報収集判定の達成値を+2し、2点の財産点を得る。使用後、あなたは人間性を1D6点失う。1シーンに1回まで使用できる。,ｳﾞｨｼﾞﾗﾝﾃ
AD,ヴィジランテ,断罪の応報,20、魔獣,5,リアクション,効果参照,自身,なし,6,あなたはあらゆる攻撃に対するドッジを[もっとも高い【基本能力値】+Lv]で行なう。勝利した場合、攻撃側のキャラクターは[攻撃側のもっとも高い【基本能力値】×3]点の【FP】を失う。攻撃側がクラードまたは[恐怖：あなた][翻弄：あなた]を受けている場合は、攻撃側の【FP】が0となる。1ラウンドに1回まで使用できる。,ｳﾞｨｼﾞﾗﾝﾃ
AD,ヴィジランテ,とっておきの切り札,純血,1,判定直後,自動成功,単体,シーン,罪,対象が行なった判定をファンブルに変更する。1シナリオに1回まで使用でき、その判定がクリティカルであったり、クリティカルに変更する効果が適用された場合は、クリティカルを打ち消し、ファンブルではなく通常の出目として扱うこと。,ｳﾞｨｼﾞﾗﾝﾃ
ダメ半魔 - 己の持つ人間の姿、または魔物の姿に強烈なコンプレックスを持つ半魔。ダメで頼りない一面と、コンプレックスから解き放たれたように活躍する一面を持つ。このルーツはマルチルーツ専用のルーツであり、「種別：純血」のアーツ運用や変異については特殊なルールを用いる。(『アドヴェント』にて追加)。,,,,,,,,,,,
AD,ダメ半魔,ダメ人間,選択,1,常時,自動成功,自身,なし,0,あなたのキャラクター作成時のエゴは【人間の姿へのコンプレックス】となし、《魔獣化》中以外に行なうあらゆる判定の達成値を-2、《魔獣化》中に使用するアーツの効果を+1Ⅾ6する、あなたの《魔獣化》のコストは+2され、あなたは《ダメ魔物》を取得できない。,ﾀﾞﾒ半魔
AD,ダメ半魔,ダメ魔物,選択,1,常時,自動成功,自身,なし,2,取得には「種別：人間」以外の種別が必要。あなたのキャラクター作成時のエゴは【魔物の姿へのコンプレックス】となり、《魔獣化》中あらゆるファンブル値を+2、《魔獣化》中以外に行なう判定の達成値を+2。あなたは《ダメ人間》を取得できない。,ﾀﾞﾒ半魔
AD,ダメ半魔,忌むべき力と姿,魔獣,3,常時,自動成功,自身,なし,0,《ダメ魔物》のみ取得可能。「タイミング：常時」を除くあなたの「種別：魔獣」のアーツすべてのコストを+1する(コストが愛や罪のアーツは除く)。あなたが《魔獣化》中に「種別：魔獣」のアーツを使用して行なう攻撃のダメージに+(Lv+1)D6する。,ﾀﾞﾒ半魔
AD,ダメ半魔,しまった、こんな時に！,なし,1,常時,自動成功,自身,なし,1,あなたが《ダメ人間》なら《魔獣化》中にファンブルした場合、即座に《魔獣化》が解除される。《ダメ魔物》なら《魔獣化》中以外にファンブルした場合、即座に《魔獣化》する。ただし、そのファンブルでは達成値は0にならず、通常の出目として計算する。,ﾀﾞﾒ半魔
AD,ダメ半魔,何をやってもダメダメ,なし,1,判定直後,自動成功,自身,なし,2,あなたが行なった判定をファンブルにする。《ダメ人間》なら《魔獣化》中以外、《ダメ魔物》なら《魔獣化》中のみ使用でき、1シーンに1回まで使用できる。使用後そのシナリオ中、あなたは解放状態の間《ダメ人間》《ダメ魔物》の効果による達成値とファンブル値への不利な修正をすべて無視でき、解放状態の間に行なうあらゆる判定の達成値に+3する。,ﾀﾞﾒ半魔
AD,ダメ半魔,まるで別人！,なし,3,常時,自動成功,自身,なし,0,《ダメ人間》のみ取得可能。取得時に【基本能力値】か【戦闘能力値】からLv個選択する。《魔獣化》中以外、選択した数値は-2(最低1)され、《魔獣化》中は逆に+2される(いずれも【FP】は変化しない)。あなたの《魔獣化》のコストは+Lvされる。,ﾀﾞﾒ半魔
AD,ダメ半魔,コンプレックス昇華,20,1,常時,自動成功,自身,なし,2,あなたが罪の効果として、キャラクター作成時のエゴから得た罪を使用した場合、増大する達成値をさらに+2D6、増大するダメージを+4D6、回復する【FP】を+20(他人に適用した場合も有効)。,ﾀﾞﾒ半魔
AD,ダメ半魔,こんな自分でも、それでも！,0,1,判定直後,自動成功,自身,なし,愛,あなたが行なった判定をクリティカルにする。《ダメ人間》なら《魔獣化》中以外、《ダメ魔物》なら《魔獣化》中のみ使用でき、1シナリオに1回まで使用できる。キャラクター作成時のエゴから罪を得ている場合、使用の直前に即座に《魔獣化》するか、《魔獣化》を解除してもよい。,ﾀﾞﾒ半魔
アクションヒーロー,,,,,,,,,,,
GF205,アクションヒーロー,不死身のヒーロー,自動、回復,3,イニシアチブ,自動成功,自身,なし,2,あなたの【FP】を[もっとも高い【基本能力値】+(Lv)D6]点回復する。1ラウンド1回まで使用できる。また、あなたがA値が4以上の防具を装備していない場合、常に【FP】最大値を+10する。,ｱｸｼｮﾝﾋｰﾛｰ
GF205,アクションヒーロー,こっちだ、バケモノ！,魔獣,5,イニシアチブ,自動成功,単体,シーン,3,対象に[翻弄：あなた]を与え、ラウンド中対象が行なう攻撃からあなたが1点以下のダメージしか受けなかった場合、攻撃の終了後に対象は[あなたのもっとも高い【基本能力値】]点の【FP】を失う。1ラウンド1回。,ｱｸｼｮﾝﾋｰﾛｰ
GF205,アクションヒーロー,畜生なんでこんなことに！？,防御、魔獣,3,DR直後,自動成功,自身,なし,2,あなたが受けるダメージを-3D6する。攻撃の終了後、あなたが装備中の防具のA値または乗り物のG値ひとつをそのシナリオ中0に変更する。1ラウンドLv回。,ｱｸｼｮﾝﾋｰﾛｰ
GF205,アクションヒーロー,ド派手なアクション,魔獣,1,判定直前,自動成功,自身,なし,2,あなたはあらゆる判定を【肉体】か【加護】で行える。その判定に失敗または敗北した場合、あなたは即座に〈肉体〉属性のダメージ20点を受ける。このダメージには《ほんのかすり傷》を適用可能とする（ダメージ適用時に使用を宣言）。,ｱｸｼｮﾝﾋｰﾛｰ
GF205,アクションヒーロー,ほんのかすり傷,魔獣,3,リアクション,自動成功,自身,なし,3,クラードによる攻撃か、「対象：範囲」「対象：シーン」「対象：n体」の攻撃に対してのみ使用できる。あなたはドッジを放棄し、そのダメージロールで受けるダメージは1点に固定され変更されない。A値を0として扱うダメージには無効。1ラウンドLv回。,ｱｸｼｮﾝﾋｰﾛｰ
GF205,アクションヒーロー,間に合わせの武器,魔獣、ア,1,マイナー,自動成功,自身,なし,2,共通武器または共通乗り物から、常備化に必要な経験点が15点以下で「種別：魔法」以外のひとつを選択しシーン中取得する。この時、ダメージの基準と属性をあなたのもっとも高い【基本能力値】に変更してもよい。使用時にコストを+2すればシナリオ中取得できる。,ｱｸｼｮﾝﾋｰﾛｰ
GF205,アクションヒーロー,異能の生存体,20、魔獣,1,効果参照,自動成功,自身,なし,愛,《ほんのかすり傷》と同時に使用する。あらゆる攻撃にその効果を適用でき、A値を0として扱うダメージに対しても有効になる。1シナリオ1回。,ｱｸｼｮﾝﾋｰﾛｰ
GF205,アクションヒーロー,ピンチをチャンスに！,純血、魔獣,1,判定直後,自動成功,自身,なし,罪,あなたを対象に含む攻撃の達成値を-15する。この攻撃に《こっちだ、バケモノ！》の効果が適用された場合、失われる【FP】をさらに+[攻撃を行なった者のもっとも高い【基本能力値】×2]する。1シナリオ1回。,ｱｸｼｮﾝﾋｰﾛｰ
