,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
DE,退魔僧,喝！,なし,1,判定直後,自動成功,単体,シーン,3,対象が判定を行なった直後に使用する。その判定の達成値に-3する。対象が「種別：人間」以外の種別を持つ場合、さらに束縛を与える。1シーン1回。,退魔僧
DE,退魔僧,魂潰掌,攻撃、魔法,5,メジャー,【白兵】,単体,武器,4,対象に素手による白兵攻撃を行なう。このダメージに+(Lv)D6し、属性を<加護>に変更する。攻撃の対象が「種別：人間」以外の種別を持つ場合、A値を0としてダメージを算出する。,退魔僧
DE,退魔僧,秘孔術,なし,1,効果参照,自動成功,自身,なし,2,「種別：回復」のアーツ、または素手を使用した白兵攻撃と同時に使用する。その効果で回復する【FP】と、攻撃のダメージに+【加護B】する。,退魔僧
DE,退魔僧,法力気弾,攻撃、魔法,1,メジャー,【白兵】【射撃】,単体,遠隔,2,対象に白兵攻撃か射撃攻撃を行なう。この攻撃を「射程：遠隔」に変更し、ダメージの属性を<加護>に変更する。「種別：人間」以外の種別を持つ対象に1点でもダメージを与えた場合、さらに狼狽を与える。,退魔僧
DE,退魔僧,法力結界,防御、魔法,1,セットアップ,自動成功,自身,なし,4,そのラウンドの間、あなたと同じエンゲージで味方が受けるダメージを-【加護B】する。あなたがメジャーアクションを行なったり、現在のエンゲージを離れた場合、この効果は解除される。,退魔僧
DE,退魔僧,是空,20、魔法,1,イニシアチブ,自動成功,自身,なし,4,あなたは即座にメインプロセスを行なう。このメインプロセスの間、あなたが行なうあらゆる判定の達成値に+3する。未行動でなければ使用できず、使用後は行動済みとなる。1シーン1回。,退魔僧
DE,退魔僧,真・魂潰掌,純血,3,効果参照,自動成功,自身,なし,罪,《魂潰掌》と同時に使用する。その攻撃に対してはガードを行えず、ダメージに+[【加護】×2]する。ドミニオンアーツを持つキャラクターに与えるダメージはさらに+20される。1シナリオLv回。,退魔僧
DO,退魔僧,金剛拳,魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの素手の攻撃力とG値を+【加護B】する。あなたの《魔獣化》のコストは+2される。,退魔僧
DO,退魔僧,法力縛界,なし,5,効果参照,自動成功,自身,なし,3,《法力結界》と同時に使用する。その効果中、「種別：人間」以外の種別を持つキャラクターあ、あなたとエンゲージした場合即座に束縛を受け、【FP】を[Lv×4]点失う。,退魔僧
風水師 - 風水学を学び、ドミニオンやアレナに干渉する能力を持つものたちをあらわすルーツ(『ディケイド』にて追加)。,,,,,,,,,,,
DE,風水師,望気術,自動、魔法,1,判定直前,自動成功,自身,なし,2,あなたが情報収集判定または特殊攻撃に対するドッジを行なう直前に使用する。その判定の達成値に+3する。1ラウンド1回。,風水師
DE,風水師,禹歩,魔法,1,ムーブ,自動成功,自身,なし,2,あなたは通常移動を行い、そのラウンドの間、あなたが行なう判定の達成値に+2する。移動できない場合は使用できない。,風水師
DE,風水師,奇門遁行,魔法,1,効果参照,自動成功,単体,シーン,4,対象がムーブアクションを行なう直前に使用する。対象はそのムーブアクションで離脱移動を行える。この時、封鎖の影響を受けない。戦闘中以外に使用した場合、対象は即座にそのシーンから退場しても良い。ただし、クライマックスフェイズからは退場できず、閉鎖型ドミニオンの中など、GMが退場できないと判断した場合は効果がない。,風水師
DE,風水師,刑殺化殺,支援、防御、魔法,3,DR直前,自動成功,単体,シーン,3,対象が行なうDRに+【技術】、あるいは-【技術】する。1シーンLv回。,風水師
DE,風水師,相生相克,魔法,3,判定直前,自動成功,単体,シーン,3,対象が行なう判定の達成値を+2、あるいは-2する。1シーンLv回。,風水師
DE,風水師,八卦陣,魔獣,3,メジャー,自動成功,範囲,シーン,4,対象のエンゲージを封鎖する。対象は敵とエンゲージしているものと扱い、離脱移動する際の【行動値】対決はあなたと行なう。このエンゲージであなたの敵が行なう、あらゆる判定の達成値を-Lvする。,風水師
DE,風水師,龍気招来,20、魔法,1,マイナー,自動成功,単体,シーン,5,そのシーンの間、同意した対象が行なう攻撃のダメージに+2D6する。効果中、対象は常に暴走を受けているものとして扱う。,風水師
DE,風水師,四神招来,純血、攻撃、魔法,3,メジャー,【技術】,シーン,シーン,罪,対象に[【技術】+10+4D6]点のダメージを与える特殊攻撃を行なう。対象は【加護】でドッジを行なう。あなたが封鎖したエンゲージにいる対象はドッジが行えない(封鎖を無視できても不可能)。1シーン1回。1シナリオLv回。,風水師
DO,風水師,宝貝所持,ア,5,常時,自動成功,自身,なし,2,プリプレイにあなたが取得している武器か乗り物、防具からLv個まで選択する。選択したものが武器か乗り物なら攻撃力に+【技術B】、「種別：魔法」に変更し、それを使用した命中判定に《望気術》を使用できる。防具ならA値に+【技術B】し、ドッジ修正に+1する。,風水師
DO,風水師,反風水,なし,1,効果参照,自動成功,単体,シーン,罪,対象が、達成値またはダメージを上昇させるドミニオンアーツを使用した直後に使用する。その効果で上昇する達成値とダメージを半分(端数切捨て)にする。1シーンに1回まで使用できる。,風水師
比良坂流行者 - 比良坂流古神道をよくするものたちをあらわすルーツ(『ドミニオンズ』にて追加)。,,,,,,,,,,,
DO,比良坂流行者,祓ひ給い清め給え,自動、魔法,3,ムーブ,自動成功,自身,なし,2,そのラウンドの間、あなたとあなたの味方が、あなたと同一エンゲージで行なうDRも+[あなたの【感情B】+Lv]する。この効果はあなたが移動した場合解除される。,比良坂流行者
DO,比良坂流行者,比良坂流・夷神の儀,回復、魔法,1,メジャー,自動成功,単体,至近,罪,対象のかりそめの死を回復し、【FP】を完全に回復する。対象は比良坂流古神道に対する絆を得る(関係は隷属)。対象が絆を取得できない場合は使用できない。1シナリオに1回まで使用でき、このアーツの対象は単体から変更できない。,比良坂流行者
DO,比良坂流行者,比良坂流・神叫び,攻撃、魔法,1,メジャー,【加護】,単体,武器,3,対象に「種別：魔法」の武器による射撃攻撃を行なう。この攻撃の命中判定を【加護】で行ない、ダメージに+【加護B】する。さらにあなたはメインプロセス中、「種別：神聖」であるものとして扱われる。,比良坂流行者
DO,比良坂流行者,比良坂流・古神の儀,魔法,1,メジャー,【加護】,単体,至近,10,眠りについている神(魔物)の封印を解除するアーツ。封印が解除された魔物は、かりそめの死であるものとして扱う。判定の難易度はGMが決定するが、最低でも20、クトゥルフの邪神などの主神クラスなら50程度とする。その結果何が起こるかはGMが決定せよ。,比良坂流行者
DO,比良坂流行者,比良坂流・式鬼術,魔法,1,判定直前,自動成功,自身,なし,2,あなたが情報収集判定を行なう直前に使用する。その達成値に+【感情B】する。1シナリオに3回まで使用できる。,比良坂流行者
DO,比良坂流行者,比良坂流・破魔矢術,魔法,5,メジャー,自動成功,単体,至近,5,対象が装備中の、種別に(射撃)を含む武器ひとつを選択する。その武器の攻撃力を、シナリオ中+[あなたの【加護B】+2]する。1シナリオにLv回まで使用できる。,比良坂流行者
DO,比良坂流行者,バカな、邪神の力がこれほどとは,20,1,効果参照,自動成功,自身,なし,罪,このアーツはいつでも使用できる。あなたは即座に真の死となり、あなたのいるエンゲージにクトゥルフの落とし子(P149)1体が登場する。このエネミーはNPCとして扱い、周囲を無差別に攻撃する(具体的にはGMが決定する)。,比良坂流行者
DO,比良坂流行者,比良坂流・生贄の儀,純血,3,マイナー,自動成功,効果参照,至近,効果参照,エキストラまたはかりそめの死であるキャラクターひとりを対象とする。対象は真の死となり、あなたが次に行なう判定の達成値を+[対象の人間性÷2(最低1)]する。このアーツのコストは上昇した達成値に等しい。人間性が決定されていないNPCの場合、人間性が30であるものとする。1シナリオにLv回まで使用できる。,比良坂流行者
メディア - 夜の側に踏み込んだマスコミ関係者をあらわすルーツ。社会的攻撃と生還能力に長ける(『ドミニオンズ』にて追加)。,,,,,,,,,,,
DO,メディア,スクープ,自動,1,メジャー,自動成功,自身,なし,3,事実ひとつ(真実とはかぎらない)をニュースや新聞、ネットを通してあなたの望む範囲に届けることができる。その内容がどう受け取られ、どのような影響を及ぼすかはGMが決定し、報道しようとする内容や状況によっては【社会】による判定が必要であるとしてもよい。1シナリオに1回まで使用できる。,ﾒﾃﾞｨｱ
DO,メディア,印象操作,なし,1,マイナー,自動成功,単体,シーン,4,対象に迫害状態を与えるか、対象の受けている迫害状態を解除する。1シーンに1回まで使用でき、あなたが絆を持つキャラクターに対しては、対象がシーンに登場していなくても使用できる。,ﾒﾃﾞｨｱ
DO,メディア,蛇の道は蛇,なし,3,判定直前,自動成功,自身,なし,2,あなたが情報集判定を行なう直前に使用する。その判定を[任意の【基本能力値】+(Lv×2)]で行ない、あなたは3点の【FP】を失う。,ﾒﾃﾞｨｱ
DO,メディア,戦うジャーナリスト,攻撃,1,メジャー,【白兵】,単体,武器,3,対象に白兵攻撃を行なう。この攻撃ダメージに+【社会B】する。攻撃後、離脱移動を行なってもよい。,ﾒﾃﾞｨｱ
DO,メディア,突撃取材,なし,3,セットアップ,自動成功,自身,なし,3,あなたは通常移動か離脱移動を行ない、このラウンドの間、あなたが行なう情報収集判定とドッジの達成値に+2する。1シーンにLv回まで使用でき、使用後にあなたは4点の【FP】を失う。,ﾒﾃﾞｨｱ
DO,メディア,報道根性,防御,1,DR直後,自動成功,自身,なし,3,あなたが受けるダメージを-[【社会】+1D6]する。1ラウンドに1回まで使用でき、DR終了後にあなたは通常移動か離脱移動を行なってもよい。,ﾒﾃﾞｨｱ
DO,メディア,ペンは剣より強し,20、攻撃,5,メジャー,【社会】,単体,シーン,6,対象に[【社会】+(Lv×2)D6]点のダメージを与える特殊攻撃を行なう。1点でもダメージを与えた場合、さらに狼狽を与え、そのシーン中対象の【感情】と【社会】のA値を0にする。,ﾒﾃﾞｨｱ
DO,メディア,命あっての特ダネ,純血,1,効果参照,自動成功,自身,なし,愛,あなたが離脱移動を行なうか、かりそめの死となった直後に使用する。あなたは隠密状態となり、かりそめの死の場合はかりそめの死を回復し【FP】は1となる。敵とエンゲージ中でも隠密状態になれる。1シナリオに1回まで使用できる。,ﾒﾃﾞｨｱ
魔狩人 - 人でありながら、何らかの理由で魔物を狩る存在となった者たちの総称(『アドヴェント』にて追加)。,,,,,,,,,,,
AD,魔狩人,魔物知識,自動,1,判定直前,自動成功,自身,なし,2,あなたが行なう情報収集判定と、「種別：人間」以外の種別をもつキャラクターへの命中判定の達成値に+2する。使用時に【FP】を4点失うと、この数値は+3となる。,魔狩人
AD,魔狩人,弱点分析,なし,3,効果参照,自動成功,単体,シーン,2,対象が何らかのアーツを使用したり、攻撃を行なった直後に使用する。そのシーン中、対象のA値とG値を-5(最低0)する。1ラウンドにLv回まで使用可能。,魔狩人
AD,魔狩人,死んでたまるか,なし,1,効果参照,自動成功,自身,なし,4,あなたを対象に含む攻撃が終了した直後に使用する。あなたは通常移動か離脱移動を行ない、その後隠密状態となる。1シーンに1回まで使用可能。,魔狩人
AD,魔狩人,的確なる対処,なし,1,判定直前,自動成功,自身,なし,2,あなたは「種別：人間」以外の種別を持つキャラクターからの攻撃に対するドッジを【社会】で行なえる。,魔狩人
AD,魔狩人,能力解析,なし,5,セットアップ,【社会】,単体,シーン,3,[対象の【社会】+5]を難易度とする情報収集判定を行なう。成功するとそのシナリオ中、あなたが対象との間で行なう対決判定の達成値を+1し、対象から受けるダメージを-[Lv×2+2](最低0)する。1シーンに1回まで使用できる。,魔狩人
AD,魔狩人,魔に挑む一撃,なし,5,マイナー,自動成功,自身,なし,2,そのメインプロセス中、あなたが「種別：人間」以外の種別を持つキャラクターに与えるダメージを+【技術B】する。《弱点分析》か《能力解析》の効果中のキャタクターに対してはさらに+[Lv×3]される。,魔狩人
AD,魔狩人,これでお前も最期だ！,20,3,メジャー,効果参照,範囲,至近,愛,任意の【基本能力値】で対象の同じ【基本能力値】と対決する。あなたが勝利した場合、対象は[対象のもっとも高い【基本能力値】×(Lv+2)]点の【FP】を失う。使用後、あなたの【FP】は0となる。1シナリオに1回まで使用可能。,魔狩人
AD,魔狩人,滅びろ、自らの力で！,純血,1,DR直前,自動成功,単体,シーン,罪,あなたの敵のみ対象にできる。対象が行なう攻撃のDRを、本来そのDRの対象になっていない、あなたが選んだ任意のキャラクターひとり(対象自身でも可)にも適用する。この際、攻撃の射程は無視できる。1シーンに1回まで使用可能。,魔狩人
凄皇流(せいおうりゅう) - 建御雷神の技を源流とするとされる、闇のモノに立ち向かうための影の武術流派をおさめた者たちをあらわすルーツ(『吸血魔街～ヴァンパイア・インクィジション～』にて追加)。,,,,,,,,,,,
R5,凄皇流,凄皇流格闘術,選択、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》中、あなたが装備する素手の攻撃力に+[Lv×2+1]、G値に+[Lv+1]し、ダメージ属性を<加護>に変更する。あなたの《魔獣化》のコストは+2される。,凄皇流
R5,凄皇流,凄皇流剣術,選択、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》中、あなたが装備する素手以外の武器の攻撃力に+1D6、ダメージ属性を<加護>に変更し、あなたの【行動値】を+[Lv×2]する。あなたの《魔獣化》のコストは+2される。,凄皇流
R5,凄皇流,八式：鬼砕(おにくだき),魔獣,1,効果参照,自動成功,自身,なし,2,あなたが同一エンゲージから攻撃を受け、防御判定にクリティカルした時に使用する。攻撃側のキャラクターに重圧を与える。対象が「種別：人間」「種別：吸血」の場合、さらに【FP】10点失わせる。,凄皇流
R5,凄皇流,拾六式：百足討(むかでうち),魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセス中、あなたが《凄皇流〇〇術》の効果を受けた武器で行なう攻撃を「射程：シーン」に変更する。この効果を受けたうえで同一エンゲージに攻撃した場合、その命中判定の達成値に+2する。,凄皇流
R5,凄皇流,四拾五式：鵺堕(ぬえおとし),魔獣,3,リアクション,【白兵】,自身,なし,3,あなたはドッジを【白兵値】で行なう。対決に勝利すると攻撃側のキャラクターは【FP】を(Lv)D6点失う(攻撃側が飛行状態ならさらに+1D6点)1ラウンド1回。,凄皇流
R5,凄皇流,五拾参式：玉藻追(たまもおい),魔獣,1,イニシアチブ,自動成功,自身,なし,3,あなたは即座に通常移動か離脱移動を行い、そのラウンド中、《凄皇流〇〇術》の効果を受けた武器で行なう攻撃のダメージに+1D6する。1ラウンド1回。,凄皇流
R5,凄皇流,六拾弐式：土蜘蛛狩(つちぐもがり),魔獣,1,DR直後,自動成功,自身,なし,3,《凄皇流〇〇術》の効果を受けた武器による攻撃のDRに使用する。その攻撃のダメージに+【技術B】し、G値を-5(最低0)してダメージを算出する。,凄皇流
R5,凄皇流,八拾八式：茨木崩(いばらきくずし),魔獣、攻撃,1,メジャー,【白兵】,単体,武器,2,対象に《凄皇流〇〇術》の効果を受けた武器による白兵攻撃を行なう。この攻撃のダメージに+【技術B】し、使用時にコストを+2することで素手による攻撃ならダメージにさらに+3、素手以外の武器による攻撃なら「対象：範囲」となる。,凄皇流
R5,凄皇流,八拾九式：焔絶(ほむらたち),魔獣,3,DR直後,自動成功,単体,至近,3,《八拾八式：茨木崩》によるDRに使用する。1点でもダメ―ジを与えた対象強制的に離脱移動を行わせる。移動先はあなたが決定し、対象が「種別：吸血」ならさらに[Lv×5]点の【FP】を失わせる。,凄皇流
R5,凄皇流,九拾式：酒呑縛(しゅてんしばり),魔獣,1,DR直後,自動成功,自身,なし,3,《凄皇流〇〇術》の効果を受けた武器による攻撃のDRに使用する。1点でもダメージを与えた場合、さらに束縛を与える。この束縛を受けている者が攻撃から受けるダメージは+5される。,凄皇流
R5,凄皇流,二百三式：翔月(しょうげつ),魔獣,5,マイナー,自動成功,単体,シーン,2,【肉体】が[あなたの【技術】+Lv]以下の対象を飛行状態にする。この飛行状態はラウンド終了時まで持続する。,凄皇流
R5,凄皇流,三百五拾二式：浅間(せんげん),魔獣、攻撃,3,メジャー,【白兵】,単体,武器,2,対象に《凄皇流〇〇術》の効果を受けた武器による白兵攻撃を行なう。この攻撃の命中判定の達成値に+2し、対象が飛行状態ならばさらにダメージに+[Lv×5]したうえで、1点でもダメージを与えた場合飛行状態を解除し、狼狽を与える。,凄皇流
R5,凄皇流,禁六拾六式：八雷(やつみかづち),魔獣,8,効果参照,自動成功,自身,なし,4,セットアッププロセスまたはかりそめの死から回復した直後に使用する。そのラウンド中に《凄皇流〇〇術》の効果を受けて行なう攻撃のダメージを+[【加護B】+(Lv×2)]する。あなたこのアーツの効果中、「種別：吸血」としても扱われる。,凄皇流
R5,凄皇流,霊浄封血,魔獣,1,常時,自動成功,自身,なし,2,あなたの《凄皇流〇〇術》の効果を受けた武器によって1点でもダメージを受けた「種別：人間」以外の種別を持つものは、そのラウンド中「種別：回復」のアーツの効果を受けられない。「種別：吸血」の場合、この効果はシーン中持続する。,凄皇流
R5,凄皇流,凄皇流奥義：淤加美(おかみ),20、魔獣,1,判定直後,自動成功,単体,至近,6,《凄皇流〇〇術》の効果を受けた武器を装備中のみ使用可能。対象が行なったリアクションのダイスの出目一つを1に変更する。1シーン1回。あなたは他の「種別：20」の凄皇流のアーツを取得できない。,凄皇流
R5,凄皇流,凄皇流奥義：迦具土(かぐつち),20、魔獣,3,マイナー,自動成功,自身,なし,6,そのメインプロセス中、あなたが《凄皇流〇〇術》の効果を受けた武器で行なう攻撃のダメージに+[Lv×2+4]D6する。1シーン1回。あなたは他の「種別：20」の凄皇流のアーツを取得できない。,凄皇流
R5,凄皇流,凄皇流奥義：建御雷(たけみかづち),20、魔獣,3,効果参照,自動成功,自身,なし,6,《凄皇流〇〇術》の効果を受けた武器による攻撃の直前に使用。その攻撃を「対象：[Lv+2]体」「射程：シーン」に変更し、攻撃の対象はガードを行えない。1シーン1回。あなたは他の「種別：20」の凄皇流のアーツを取得できない。,凄皇流
R5,凄皇流,凄皇流格闘術決戦奥義：無窮(むきゅう),0、魔獣,1,判定直後,自動成功,自身,なし,罪,《凄皇流格闘術》の効果を受けた武器を装備中のみ使用可能。あなたが【白兵値】で行なった判定のダイス目をすべて6に変更する。1シナリオ1回。,凄皇流
R5,凄皇流,凄皇流剣術決戦奥義：八千矛(やちほこ),0、魔獣、攻撃,1,メジャー,【白兵】,単体,武器,罪,対象に《凄皇流剣術》の効果を受けた武器による白兵攻撃を2回行なう。1シナリオ1回。対象を単体から変更できない。,凄皇流
R5,凄皇流,血ニ狂ウ禍津ノ焔,純血、魔獣,1,メジャー,【白兵】,単体,至近,8,《禁六拾六式：八雷》の効果中のみ使用できる。あなたは即座に暴走を受け、対象に素手による白兵攻撃を行なう。そのダメージに+[【FP】最大値-【FP】]する。1シナリオ1回。,凄皇流
R5,凄皇流,凄皇流秘奥義：須佐之男(すさのお),純血、攻撃,1,メジャー,【白兵】,単体,武器,愛,アタッカーのみ取得可能。対象に《凄皇流〇〇術》の効果を受けた武器による白兵攻撃を行なう。このダメージに+[命中判定の達成値]する。解放状態でのみ使用でき、1シナリオ1回。,凄皇流
R5,凄皇流,凄皇流秘奥義：天照(あまてらす),純血、支援,1,判定直後,自動成功,単体,至近,愛,サポーターのみ取得可能。対象が行なう判定の達成値を-10し、次に対象が攻撃から受けるダメージを+[【技術】×2]する。1シナリオ1回。,凄皇流
R5,凄皇流,凄皇流秘奥義：月読(つくよみ),純血,1,効果参照,自動成功,単体,シーン,愛,ディフェンダーのみ取得可能。あなたの攻撃ダメージが適用された直後に使用する。その攻撃の終了後、自身以外の対象は即座にメインプロセスを1回行える(行っても行動済みにならない)。1シナリオに1回。対象を単体から変更できない。,凄皇流
巫女 - 霊的存在と交感し、その声を聞く異才の持ち主を表すルーツが巫女である（基本的に女性だが男性も存在する）。彼女らは特定の宗教や民間信仰の実践者であることもあれば、生まれながらにその才能を持つ霊能者の類という場合もある。,,,,,,,,,,,
GF195,巫女,神降ろし,自動、魔獣,1,効果参照,自動成功,自身,なし,2,《魔獣化》と同時に使用する。そのシーン中【加護】に+2し、「種別：神聖」を得る。,巫女
GF195,巫女,御先神,なし,1,判定直後,自動成功,単体,シーン,2,対象が行なった判定を+2または-2する。１ラウンドに１回まで使用できる。また、《神降ろし》の効果中は飛行状態となる。,巫女
GF195,巫女,神霊託宣,魔獣,3,判定直後,自動成功,自身,なし,2,あなたは情報収集またはドッジを【加護】で行なう。その判定ではファンブルやアクシデントが発生しない。《神降ろし》の効果中のみ使用可能。１ラウンドにLv回まで使用できる。,巫女
GF195,巫女,巫覡霊破,攻撃、魔法,1,メジャー,【加護】,単体,武器,3,対象に白兵か射撃攻撃を行なう。ダメージ属性を<加護>に変更し、この攻撃ダメージに+【加護B】する。「種別：魔法」の武器を使用した場合、さらにダメージに+1D6。,巫女
GF195,巫女,霊光結界,防御、魔法,3,DR直後,自動成功,範囲,至近,3,対象が受けるダメージを-[【加護B】+(Lv)D6」する。《御先神》取得時、対象はさらにバッドステータスを受けない。１ラウンドに１回まで使用できる。,巫女
GF195,巫女,霊浄神気,魔獣、回復、魔法,3,イニシアチブ,自動成功,単体,シーン,2,【FP】を【加護】+(Lv)D6し、バッドステータスをひとつ回復する。《神降ろし》の効果中、１ラウンドにLv回まで使用できる。,巫女
GF195,巫女,高位神霊交換,20、魔獣,3,効果参照,自動成功,自身,なし,3,他の巫女アーツとともに使用。達成値をさらに±2、ダメージと回復量を±【加護】、1ラウンドにLv回まで使用できる。,巫女
GF195,巫女,霊血奉神,純血,1,効果参照,自動成功,単体,シーン,愛,「判定の直前に使用し、達成値+20」「ダメージロールの直前に使用し、ダメージ+30」「いつでも使用でき、対象の【FP】を回復し、かりそめの死ならそれも回復する」から使用時にひとつ選択する。１シナリオ１回まで使用でき、使用後【FP】が0になる。,巫女
モータル₋魔獣に対抗しうる特異な力を持たない”常人”を表すルーツ、それがモータルだ。モータルを導入したセッションは特殊なセッティングとなることにGMは十分留意すること。モータルのルーツには「種別：自動」のアーツが複数存在し、すべてを取得する。また、モータルのアーツはあらゆる手段でコピーできない。,,,,,,,,,,,
GF245,モータル,愛という拠り所,自動,1,常時,自動成功,自身,なし,0,あなたは愛を1点消費するごとに、以下のいずれかの効果を適用できる。「あなたの判定のクリティカル値を8に変更(判定直前に宣言】」「いつでも使用でき、自身以外の単体のかりそめの死を回復し【FP】1点まで回復(シーン1回まで)」「自身以外の単体が人間性回復のダイスを振った直後に使用し、人間性を2D6点回復(シナリオ1回まで)」,ﾓｰﾀﾙ
GF245,モータル,無力なるもの,自動,1,常時,自動成功,自身,なし,0,あなたの【FP】最大値は半分となり(アーツなど他のあらゆる修正を加算後に計算）、アーマー値は【能力値B】を加算せずに算出し、あなたが発生させるダメージは-5(最低1)される。あなたを対象に含む攻撃の命中判定の達成値は-3される。,ﾓｰﾀﾙ
GF245,モータル,火事場の底力,なし,1,効果参照,自動成功,自身,なし,0,あなたがアーツのコストとして人間性の代わりに【FP】を失う際に使用し、失う【FP】を０にする。ただし任意にコストを決定するようなアーツには使用できない。1シナリオに3回まで使用でき、このアーツを取得した場合「コスト：罪」のアーツを「コスト：愛」としても使用可能。,ﾓｰﾀﾙ
GF245,モータル,窮地の幸運,なし,3,判定直後,自動成功,自身,なし,1,あなたが行なった判定を振りなおす。1ラウンドにLV回まで使用できる。このアーツを取得した場合、あなたのあらゆるリアクションのクリティカル値は-2される。,ﾓｰﾀﾙ
GF245,モータル,逃げろ、隠れろ！,なし,1,イニシアチブ,自動成功,自身,なし,2,あなたは通常移動か離脱移動を行なう。移動後、あなたは隠密状態となってもよい。1シーンに1回まで使用できる。,ﾓｰﾀﾙ
GF245,モータル,破れかぶれの奥の手,攻撃,5,メジャー,【技術】+Lv,範囲,シーン,3,対象に[【技術】+(LV+3)D6]点のダメージを与える特殊攻撃を行なう。対象は【技術】でドッジを行なう。このダメージは《無力なるもの》の修正を受けず、移転でもダメージを与えた場合、さらに狼狽を与える、1シーンに1回まで使用できる。,ﾓｰﾀﾙ
GF245,モータル,一瞬の輝き,純血,1,判定直後,自動成功,単体,シーン,5,対象が行なった判定をクリティカルに変更し、対象がモータルのルーツを持つ場合、達成値にさらに+10する。1シナリオに1回使用できる。,ﾓｰﾀﾙ
GF245,モータル,勇気ある犠牲,純血,1,効果参照,自動成功,単体,シーン,愛,対象が攻撃の対象を決定した直後に使用する。その対象をあなたのみに変更する。その攻撃であなたの【FP】 が0になった場合、シーン中あなたの味方（自身は除く）が行なう攻撃のダメージを+5する。1シナリオに1回まで使用できる。,ﾓｰﾀﾙ
