,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
GF226,綺士,誅伐の刃,魔獣、攻撃,1,メジャー,【白兵】,範囲,武器,2,範囲の対象に、綺士装備による白兵攻撃を行なう。この攻撃でクラード及び「種別：軍団」の武器を装備中の対象に与えるダメージは+【技術B】される。,綺士
GF226,綺士,討滅の請願,魔獣,1,DR直後,自動成功,自身,なし,2,あなたがDRを行なった直後に使用する。DRのダイスのうち【技術B】個までの任意のダイスを振りなおす。1ラウンドにLv回まで使用できる。,綺士
GF226,綺士,リフレクトバラージ,魔獣,3,リアクション,効果参照,自身,なし,3,あなたはドッジを[【白兵値】+2]で行なう、このアーツにより射撃を回避した場合攻撃を行なった相手は攻撃後に[あなたの【白兵値】]点の【FP】を失う。1ラウンドLv回。,綺士
GF226,綺士,最後の聖務,20、魔獣,1,効果参照,自動成功,自身,なし,6,攻撃によってあなたの【FP】が0になった直後に特別に使用できる。あなたは即座にメジャーアクションを1回行える。この時、必ず攻撃を行なう事。1シーン1回。,綺士
GF226,綺士,聖綺剣技,純血、魔獣、攻撃,3,メジャー,【白兵】,単体,武器,7,対象に綺士装備による白兵攻撃を行なう。この攻撃のダメージに+[【最大FP】-【FP】]する。1シナリオLv回まで使用でき、対象は単体から変更できない。,綺士
GF231,綺士,聖骸機操者,選択、ア,1,常時,自動成功,自身,なし,4,あなたは「種別：乗り物(ギア)」の綺士装備ひとつを選択し取得する。これは《魔獣化》と同時もしくは魔獣化中にセットアッププロセスに宣言することで即座に装備または交換できる。また、《魔獣化》中のみ使用でき、装備中は「種別：巨大」として扱われる。,綺士
GF231,綺士,アンカーウェッジ射出,魔獣,1,ムーブ,自動成功,自身,なし,2,「聖骸機：〇〇」を装備中のみ使用可能。そのシーン中、あなたは狼狽を受けず、あなたが行なう射撃攻撃の命中判定に+2、白兵攻撃の命中に-2する。あなたが移動した場合、効果は解除される。,綺士
GF231,綺士,巨腕投擲,魔獣,1,効果参照,自動成功,単体,至近,3,「聖骸機：〇〇」を装備中、白兵攻撃で対象に1点でもダメージを与えた直後に使用。対象に離脱移動を行わせる。移動先はあなたが決定し、移動先のエンゲージにいる他のキャラクター全ては[対象の【肉体B】(対象が巨人なら+5)]点の【FP】を失う。1ラウンド1回。,綺士
GF231,綺士,サイコフィールド全開,魔獣,1,効果参照,自動成功,範囲,至近,4,《異能綺士》を持つか「聖骸機：〇〇」を装備中、あなたがガードを宣言した時に使用。直後のDR中、対象のG値を+[1D6+【技術B】]し、対象は特殊攻撃に対してもガードを行える。,綺士
GF231,綺士,テレポートストライク,魔獣,1,効果参照,自動成功,自身,なし,2,あなたの移動直前に使用。その移動で離脱移動を行なう事ができ、そのメインプロセスに行なう白兵攻撃の命中判定に+2する。「聖骸機：〇〇」を装備中に使用した場合コストが+2され、移動後のエンゲージにいる敵全ては【肉体B】点の【FP】を失う。,綺士
GF231,綺士,亡霊のささやき,魔獣,1,判定直後,自動成功,自身,なし,1,「聖骸機：〇〇」を装備中、あなたが行なった命中判定かドッジを振りなおす。1度の判定に1回のみ使用でき、振りなおしてファンブルかクリティカルが発生した場合、あなたは人間性を2点失う。,綺士
GF231,綺士,骸霊憑機,20、魔獣,3,効果参照,自動成功,自身,なし,0,「聖骸機：〇〇」を装備中、あなたがかりそめの死から回復した直後に使用する。シーン中、あなたが行なうあらゆる判定の達成値に+3、攻撃のダメージに+[Lv+1]D6し、判定を行なうたびに2点の人間性を失う。,綺士
GF231,綺士,暴君を討つ者,0、魔獣,1,イニシアチブ,自動成功,自身,なし,3,このアーツはあなたが「種別：巨大」である間は使用できない。そのシーン中、あなたが攻撃によってドミネーター及び「種別：巨大」に与えるダメージを+【肉体】する。解放状態の間、このアーツは人間性が0以下でなくとも使用可能。,綺士
