,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
R4,契約者,契約恩寵：支配の眼光,選択、契約,3,セットアップ,自動成功,Lv体,シーン,3,対象に[翻弄：あなた]を与える。使用と同時に罪を1点消費することで、即座に対象となったクラードの【FP】を0にしてもよい。対象がエキストラの場合、あなたの支配下となる。詳細はGMが決定すること。,契約者
R4,契約者,契約恩寵：愛憎の人形,選択、契約,3,常時,自動成功,Lv体,なし,3,取得時に対象を任意に選択する。対象に、あなたに対する絆を取得させる。関係はあなたが任意に決定する。対象は愛か罪か1点、またはドミニオンアーツの使用回数を1回分消費しなければこの関係を変更できない。Lv上昇時、またはプリプレイに対象や関係を決め直してもよい。,契約者
R4,契約者,契約恩寵：全知の脳髄,選択、契約,3,判定直後,自動成功,自身,なし,3,あなたが行なった情報収集判定またはドッジの達成値に+5する。1シナリオに[Lv*2]回まで使用できる。,契約者
R4,契約者,契約恩寵：超常の異能,選択、契約、コピー,効果参照,効果参照,効果参照,効果参照,効果参照,効果参照,他のブラッドまたはルーツから、「タイミング：常時」以外のアーツひとつを選択し、コピーする。コピーしたアーツに「種別：契約」を追加する。このアーツと同時に取得した「種別：代償」のアーツの最大Lvは、コピーしたアーツと同じになる。,契約者
R4,契約者,契約恩寵：破壊の指先,選択、契約,3,マイナー,自動成功,自身,なし,Lv+1,そのメインプロセス中、あなたが行なうダメージロールに+[取得している《契約恩寵：●●》の数÷3(端数は切り上げ)+Lv]D6する。,契約者
R4,契約者,契約恩寵：富と栄光,選択、契約,3,DR直後,自動成功,単体,シーン,3,3点以下の財産点を消費せよ。対象が行なったダメージロールを+[消費した数*3]、または-[消費した数*3]する。このアーツを取得した場合、常にあなたの【社会】を+[Lv+1]する。,契約者
R4,契約者,契約恩寵：不朽の肉体,選択、契約,3,常時,自動成功,自身,なし,3,あなたのアーマー値すべてを+[【任意の能力値B】+Lv*2]する。クラードからの攻撃に対しては、さらに+3する。,契約者
R4,契約者,契約恩寵：魔の強運,選択、契約,3,判定直後,自動成功,自身,なし,3,あなたが行なった判定のダイス目を+2する。結果、クリティカル値以上となればクリティカルが発生する。ただし、元の出目がファンブル値以下だった場合は使用できない。1シナリオにLv回まで使用できる。,契約者
R4,契約者,契約恩寵：理想の自分,選択、契約,3,常時,自動成功,自身,なし,3,あなたの【基本能力値】か【戦闘能力値】から【社会】以外の別々のLv個を選択し、+2する(【行動値】を選択した場合+4となる。),契約者
R4,契約者,契約代償：陥穽,代償,3,常時,自動成功,自身,なし,Lv*2,このアーツと同時に取得した「種別：契約」のアーツは、あなたがシーン登場時の人間性低下のダイス目で4を出したシーン中はあらゆる効果を発揮せず、使用できない。,契約者
R4,契約者,契約代償：狂乱,代償,3,常時,自動成功,自身,なし,0,あなたがクリティカルかファンブルを出すか、あなたの【FP】 が半分(端数切捨て)以下になった場合、あなたは即座に暴走を受け、そのシーン中、命中判定以外のあらゆる判定の達成値が-[Lv+1]される。,契約者
R4,契約者,契約代償：欠落,代償,3,常時,自動成功,自身,なし,0,あなたの【基本能力値】から別々のLv個を選択し、-2する(【FP】は変化しない。最低1）。,契約者
R4,契約者,契約代償：孤独,代償,3,常時,自動成功,自身,なし,Lv*2,あなたは自身以外が使用する「種別：支援」「種別：防御」のアーツの対象にならない。,契約者
R4,契約者,契約代償：倦怠,代償,3,常時,自動成功,自身,なし,Lv*2,あなたはあらゆる判定でクリティカルが発生しない。これはほかのアーツなどの効果より優先される。,契約者
R4,契約者,契約代償：浸食,代償,3,常時,自動成功,自身,なし,0,あなたがシーン登場時の人間性減少で出した1と2の出目をすべて3として扱い、あなたが行なう堕落判定の達成値を-[Lv*2]する。,契約者
R4,契約者,契約代償：衰弱,代償,3,常時,自動成功,自身,なし,0,あなたの【FP】最大値を-[Lv*5+5](最低1)する、あなたが邪毒から受ける最終的なダメージは2倍になる。,契約者
R4,契約者,契約代償：不運,代償,3,常時,自動成功,自身,なし,0,あなたのあらゆるファンブル値を+2する。あなたはファンブルした際に[Lv*3]点の【FP】を失う。,契約者
R4,契約者,契約代償：喪失,代償,3,常時,自動成功,自身,なし,Lv*2,プリプレイであなたが取得している絆ひとつを選択する。その絆からは愛を得られず、人間性の回復の際に残っている絆として数えない。,契約者
R4,契約者,呪わしき契約,なし,1,常時,自動成功,自身,なし,2,あなたが取得している《契約恩寵：●●》ひとつと、そのアーツと同時に取得した《契約代償：●●》の最大Lvを共に+2する。,契約者
R4,契約者,我は汝と契約せん,40,1,効果参照,自動成功,自身,なし,4,いつでも使用できる。あなたは即座に取得していない《契約恩寵：●●》ひとつをLv1で取得する(通常どおり対応する《契約代償：●●》も取得せよ）。使用後、あなたはこのアーツを失う(取得していないものとして以後扱われる。経験点を支払って新たに取得し直しても良い)。,契約者
R4,契約者,悪魔すら騙す者,純血,1,効果参照,自動成功,自身,なし,愛,いつでも使用できる。使用時にあなたが取得している《契約代償：●●》ひとつを選択する。そのシナリオ中、あなたは選択したアーツのあらゆる効果を受けない。1シナリオに1回まで使用できる。,契約者
R4,契約者,奈落への鍵,20,1,判定直後,自動成功,単体,シーン,6,対象が行なった判定の達成値に+[あなたが取得している《契約恩寵：●●》ひとつのLv*4]する。1シナリオに1回まで使用できる。,契約者
R4,契約者,罪深き契約,純血,1,効果参照,自動成功,自身,なし,6,あなたの絆がエゴ化した際、またはあなたがクリティカルかファンブルを出した際に使用する。あなたは即座に罪を1点得る。1シナリオに1回まで使用できる。,契約者
アマルガム,,,,,,,,,,,
GF202,アマルガム,人魔融合体,自動,1,常時,自動成功,自身,なし,0,あなたが取得している「タイミング：常時」以外のデーモンのアーツは「種別：魔獣」が追加され、デーモン以外のブラッドを持たない場合あなたは「種別：人間」としても扱われる。《魔獣化》中、あなたの【肉体】を+2(【FP】は変化しない)する。あなたの《魔獣化》のコストは+1される。,ｱﾏﾙｶﾞﾑ
GF202,アマルガム,裏切り者の名,なし,3,常時,自動成功,自身,なし,Lv+1,「種別：魔界」を持つ敵は、シーン内にあなたがいる場合、あなたを対象に含まない命中判定の達成値が-2される。《魔獣化》中、あなたが素手かデーモン装備で行なう攻撃のダメージを+(Lv)D6。,ｱﾏﾙｶﾞﾑ
GF202,アマルガム,地獄で滅びろ！,魔獣、攻撃,1,メジャー,【白兵】,範囲,至近,4,対象に素手またはデーモン装備による白兵攻撃を行なう。この攻撃のダメージに+【肉体】する。,ｱﾏﾙｶﾞﾑ
GF202,アマルガム,知られちゃいけない,なし,1,常時,自動成功,自身,なし,1,あなたは判定にファンブルした場合、迫害状態となる。迫害状態の間、あなたが行なう攻撃のダメージに+【肉体B】する。,ｱﾏﾙｶﾞﾑ
GF202,アマルガム,多重融合体,コピー,効果参照,効果参照,効果参照,効果参照,効果参照,効果参照,他のブラッドまたはルーツから「種別：常時」「種別：ア」以外のアーツひとつを選択し、コピーする。コピーしたアーツのコストは+1され、《魔獣化》中のみ使用できる。また、あなたはそのブラッドの種別を持つものとして扱われる。,ｱﾏﾙｶﾞﾑ
GF202,アマルガム,融合捕食,魔獣,1,イニシアチブ,自動成功,単体,至近,4,同意した対象または【FP】が0になっている対象を真の死にする。真の死が回避されなかった場合あなたの【FP】を完全に回復し、そのシナリオ中あなたの【基本能力値】か【戦闘能力値】ひとつを+2し、対象の持っていた種別を全て得る。1シナリオ1回。,ｱﾏﾙｶﾞﾑ
GF202,アマルガム,愛という美しいもの,20,1,判定直後,自動成功,自身,なし,愛,あなたの持つエゴになっていない絆の数と、エゴの数の差が1以内の時のみ使用できる。あなたが行なった判定をクリティカルに変更し、命中判定ならさらにダメージに+【肉体】する。1シナリオ1回。,ｱﾏﾙｶﾞﾑ
GF202,アマルガム,君がいる限り,純血,3,常時,自動成功,自身,なし,1,プリプレイであなたの持つ絆から一つ選択する。その絆がエゴになっていない間あなたは堕落判定に自動的に成功し、人間性の回復で任意のダイスをLv個まで降りなおせる。その絆がエゴ化した場合、迫害状態となり人間性を3D6点失う。,ｱﾏﾙｶﾞﾑ
