,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
AD,ニュービー,真紅の防風,0、魔獣,3,マイナー,自動成功,自身,なし,4,そのシーン中、あなたが行なうあらゆる判定の達成値を+2、白兵攻撃のダメージを+[Lv+2]D6する。ただし、効果中、あなたは常に回復できない暴走を受けているものとして扱い、クリンナッププロセスのたびに人間性を2D6点失う。,ﾆｭｰﾋﾞｰ
AD,ニュービー,選ばれし血の申し子,純血、魔獣,1,常時,自動成功,自身,なし,2,あなたが使用するヴァンパイアの「タイミング：常時」以外のアーツの効果をすべて+【肉体B】する。ただし、この効果を受けたアーツのコストはすべて+1される。,ﾆｭｰﾋﾞｰ
AD,ニュービー,まだ人間でいたい,純血,3,効果参照,自動成功,自身,なし,0,人間性の回復のダイスを振った直後に使用する(追加振りの後でもよい)。人間性回復のダイスのうち、あなたが選んだLv個まで振り直す。1シナリオに1回まで使用できる。,ﾆｭｰﾋﾞｰ
AD,ニュービー,もう、戻れなくてもいい！,純血、魔獣,1,効果参照,自動成功,自身,なし,0,《血よ、従え！》と同時に使用する。その効果で決定したコストを2倍として扱う。つまり、最大12点の人間性をコストとして失うことができる。1シナリオに1回まで使用できる。,ﾆｭｰﾋﾞｰ
レンフィールド - 吸血鬼によって下僕とするべく作り出された、吸血鬼と人間の中間存在をあらわすルーツ(『吸血魔街～ヴァンパイア・インクィジション～』にて追加)。,,,,,,,,,,,
R5,レンフィールド,吸血の従僕,自動,1,判定直後,自動成功,単体,シーン,3,あなた以外の対象が行なった判定の達成値を+3する。1ラウンド1回。このアーツを取得した場合、あなたの【肉体】は-2される(最低1)。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,御身にお仕え致します,なし,1,効果参照,自動成功,自身,なし,愛,いつでも使用できる。あなたが[忠誠]の関係で絆を持つ自身以外のキャラクター一人を指定する。そのシナリオ中、あなたとそのキャラクターが同時に登場しているシーンで、そのキャラクターが行なうあらゆる判定の達成値を+2。1シナリオ1回。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,危のうございます,防御,3,DR直後,自動成功,単体,シーン,2,自身以外の対象が受けるダメージを-[【感情B】+1D6]する。1ラウンド1回、対象を《御身にお仕え致します》で指定している場合、効果にさらに+[Lv×3]する。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,主の手を煩わせるまでもない,魔獣,5,メジャー,【感情】+Lv,範囲,至近,3,対象にダメージの代わりに束縛を与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。対象がクラードの場合、使用時に罪を1点消費することで束縛を与える代わりに【FP】を0にしてもよい。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,今でございます,支援,3,DR直前,自動成功,単体,シーン,2,自身以外の対象が行なうDRに+[【感情B】+1D6]する。1ラウンド1回使用でき、対象を《御身にお仕え致します》で指定している場合、効果にさらに+[Lv×3]する。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,お望みのものはこれに,回復,5,マイナー,自動成功,単体,シーン,2,自身以外の対象の【FP】を[【感情B】+(Lv)D6]点回復し、BS一つを回復する。対象を《御身にお仕え致します》で指定している場合、効果にさらに+1D6する。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,お引き取り下さい,なし,1,メジャー,【感情】,範囲,至近,3,対象と【感情】同士で対決を行なう。あなたが勝利した場合対象に離脱移動を行わせる。移動先はあなたが決定する。対象がエキストラか、何らかのBSを受けているクラードの場合、シーンから退場させてもよい。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,お召し替えをどうぞ,なし,3,イニシアチブ,自動成功,単体,至近,2,自身以外の同意した対象は、任意の数のアイテムを即座に装備または交換できる。この時、あなたが装備または所持しているアイテムを渡してからでもよい。1ラウンドLv回まで使用でき、対象を《御身にお仕え致します》で指定している場合「射程：シーン」となる。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,ここは通せませぬな,なし,1,マイナー,自動成功,自身,なし,2,あなたのエンゲージを封鎖する。あなたの敵はそのエンゲージにいる間、攻撃から受けるダメージが+1D6する。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,これをお使い下さい,なし,3,イニシアチブ,自動成功,単体,至近,2,自身以外の対象の財産点を+5する。1シナリオLv回まで使用でき、対象を単体から変更できない。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,ささ、こちらに,なし,1,イニシアチブ,自動成功,単体,シーン,2,自身以外の同意した対象は通常移動か離脱移動を行なう。1ラウンド1回まで使用でき、対象を《御身にお仕え致します》で指定している場合、さらに対象の受けているBS一つを回復してもよい。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,支度はすべて整いました,なし,1,メジャー,自動成功,単体,シーン,3,行動済みの対象を未行動にする。対象を《御身にお仕え致します》で指定している場合、さらに対象が次に行なうメジャーアクションのクリティカル値を-1する。この効果は1度でも発揮されるか、ラウンド終了時まで有効。このアーツは対象を単体から変更できない。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,今がその時でございます,20、魔獣,3,効果参照,自動成功,自身,なし,4,「種別：回復」「種別：支援」「種別：防御」のアーツと同時に使用する。その効果に+4D6する。1シーンLv回。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,すべてはこの瞬間のために,0、魔獣,1,効果参照,自動成功,単体,シーン,罪,いつでも使用できる。対象が持つアーツ一つの使用回数を1回分回復する。1シナリオ1回まで使用でき、対象を単体から変更できない。,ﾚﾝﾌｨｰﾙﾄﾞ
R5,レンフィールド,この命、捧げましょう,純血,1,効果参照,自動成功,単体,シーン,愛,対象がかりそめの死になる直前に使用する。かりそめの死を回避し、【FP】を[あなたの【FP】]点まで回復する。使用後、あなたの【FP】は0となる。1シナリオ1回まで使用でき、対象を単体から変更できない。対象を《御身にお仕え致します》で指定している場合、かりそめの死の代わりに真の死も回避できる。,ﾚﾝﾌｨｰﾙﾄﾞ
