,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
R2,黄道十二宮の天使,精霊獣召喚(フェア・ビート・コー),20,1,メジャー,自動成功,効果参照,シーン,罪,"精霊界と言われる遥か遠きドミニオンとの門を開き、そこに住まう最悪の戦闘生物""精霊獣""を呼び出す禁断のアーツ。呼び出された""精霊獣""は最低でも都市一つに壮絶な破壊をもたらし、シーン内のエキストラやクラードの【FP】は即座に0となる。詳細はGMが決定すること。1シナリオ1回。",黄道十二宮の天使
R2,黄道十二宮の天使,現世の夢,純血,1,常時,自動成功,自身,なし,2,あなたが取得している[タイミング：常時]を除くあらゆる[ブラッド：セレスチャル]に属するアーツは、「種別：魔獣」を得る。そのアーツの種別が攻撃、支援、回復だった場合、その効果に+【加護B】する。,黄道十二宮の天使
チャンピオン - さまざまなドミニオンの神々によって神の敵を討つ戦士として選ばれた者たち。,,,,,,,,,,,
GF212,チャンピオン,選定者(エレクトス),選択,1,常時,自動成功,自身,なし,2,得意能力値は【加護】以外の任意の一つ。「種別：神継」のチャンピオン装備一つを取得する。あなたは《神統者》を取得できず、《魔獣化》中のみ「種別：神聖」として扱われ、セレスチャルの「コスト：罪」のアーツを解放状態でなければ使用できない。,ﾁｬﾝﾋﾟｵﾝ
GF212,チャンピオン,神統者(テオゴニア),選択,1,常時,自動成功,自身,なし,4,得意能力値は【加護】となる。「種別：神継」のチャンピオン装備一つを取得する。あなたは《選定者》を取得できず、セレスチャルの「コスト：愛」のアーツを解放状態でなければ使用できない。,ﾁｬﾝﾋﾟｵﾝ
GF212,チャンピオン,今こそ燃えよ、神の力,魔獣,3,判定直前,自動成功,自身,なし,Lv+5,あなたが行なう命中判定の直前に使用し、その攻撃のダメージ属性を<加護>に変更、ダメージに+[Lv×2+1]D6する。聖闘鎧または神性帯びし肉体を装備中、ダメージにさらに+1D6。1シーン1回。,ﾁｬﾝﾋﾟｵﾝ
GF212,チャンピオン,瑕疵なる神性,魔獣,1,常時,自動成功,自身,なし,2,取得時に「攻撃のダメージ」または「<加護>属性以外のA値」のいずれかを選択し、《魔獣化》中+5する。ただし常に、あなたへの攻撃がクリティカルで命中した場合、そのダメージロールであなたのA値とG値を0として扱う。,ﾁｬﾝﾋﾟｵﾝ
GF212,チャンピオン,浄化の聖光,魔獣、回復,3,メジャー,自動成功,シーン,シーン,5,1点以上のダメージを受けている対象のクラードをエキストラに変え、戦闘から除外する。または対象の【FP】を[【加護】+(Lv×2)D6]点回復し、変神衣または奇跡の片鱗を装備中、さらにBSひとつを回復する。対象ごとにいずれかの効果をあなたが選択せよ。,ﾁｬﾝﾋﾟｵﾝ
GF212,チャンピオン,神羅血破弾,魔獣、攻撃,1,メジャー,【白兵】,単体,武器,3,対象に白兵攻撃を行なう。そのダメージに+【加護B】し、1点でもダメージを与えた場合、対象に強制的に離脱移動を行わせる(移動先はあなたが決定)。,ﾁｬﾝﾋﾟｵﾝ
GF212,チャンピオン,立ち上がれ、神の戦士,20、魔獣,1,効果参照,自動成功,自身,なし,愛,あなたの【FP】が0になった直後に特別に使用できる。あなたの【FP】を1点まで回復する。この効果で解放状態でも回復が可能。1シナリオ1回。,ﾁｬﾝﾋﾟｵﾝ
GF212,チャンピオン,神基再臨,純血、魔獣,1,解放状態,自動成功,自身,なし,7,解放状態の間、あなたの【加護】を+2(【FP】は変化しない)し、DRに+【加護】、アーマー値を+【加護B】する。《選定者》を取得時「コスト：4」となる。,ﾁｬﾝﾋﾟｵﾝ
ヴァルキリー,,,,,,,,,,,
GF213,ヴァルキリー,誘いの戦乙女,魔獣、自動,3,効果参照,自動成功,単体,シーン,愛,エンディングフェイズにのみ使用可能。真の死となっている同意した対象をエインヘリャルとして転生させる。PCとして存続させる場合、アフタープレイで「ルーツ：チャンピオン」《選定者》を取得してリビルドせよ。対象は単体から変更できず、一度適用した対象には再使用不可。また常に、《魔獣化》中あなたは飛行状態となり【回避値】+Lv,ｳﾞｧﾙｷﾘｰ
GF213,ヴァルキリー,戦姉妹の騎行,魔獣、ア,3,イニシアチブ,自動成功,単体,シーン,2,同意した対象はそのシーン中、以下の射撃武器を装備する。装備中、対象は「種別：神聖」として扱われる。1シーン1回。種別：武器(射撃)/命中：1/G値：[Lv+6]/攻撃力：あなたの【加護】+2D6/行動値：[Lv+1]/射程：シーン,ｳﾞｧﾙｷﾘｰ
GF213,ヴァルキリー,ヴァルキリージャベリン,魔獣、支援,3,DR直前,自動成功,単体,シーン,3,対象が与えるダメージを+【加護B】し、1点でもダメージを与えた場合さらに狼狽を与える。対象が「種別：神聖」なら効果にさらに+1D6。1ラウンドLv回。,ｳﾞｧﾙｷﾘｰ
GF213,ヴァルキリー,栄光と死の介添,魔獣,1,判定直前,自動成功,単体,シーン,2,そのラウンド中、自身以外の対象が行なう判定の達成値を+2(対象が解放状態ならさらに+2)し、そのラウンドの終了時に対象は10点の【FP】を失う。1ラウンド1回、戦闘中のみ使用可能。,ｳﾞｧﾙｷﾘｰ
GF213,ヴァルキリー,二―ベルングの呪環,魔獣,1,判定直後,自動成功,単体,シーン,3,《勇者認定》の効果を受けている対象にのみ使用可能。対象が行なった命中判定の達成値を+10する。ただし、その攻撃の終了後に対象は[あなたの【加護】+5]点の【FP】を失う。1シーン1回。,ｳﾞｧﾙｷﾘｰ
GF213,ヴァルキリー,勇者認定,魔獣,1,メジャー,自動成功,単体,至近,3,あなたが絆を持つ自身以外の対象にのみ使用できる。シナリオ中、対象の攻撃のダメージと<加護>属性のA値を+【加護B】し、対象を「種別：神聖」として扱う。,ｳﾞｧﾙｷﾘｰ
GF213,ヴァルキリー,死の先を征く者達よ,20、魔獣,3,メジャー,【加護】,範囲,シーン,6,対象に[【加護】+10+(Lv+1)D6]点のダメージを与える特殊攻撃を行なう。対象は【加護】でドッジを行なう。使用後、あなたが選択したシーン内の「種別：神聖」を持つキャラクター全員の攻撃のダメージを、そのシーン中+(Lv)D6する。,ｳﾞｧﾙｷﾘｰ
GF213,ヴァルキリー,彼の魂は此処にあり,純血、魔獣,1,常時,自動成功,単体,なし,3,あなたは1シナリオに1回、《勇者認定》の効果を受けている対象にエンディングフェイズでなくとも《誘いの戦乙女》を使用できる。その対象が真の死となった直後に使用し、即座に真の死を回避して【FP】を[あなたの【加護】]点まで回復する。解放状態でも【FP】を回復可能。,ｳﾞｧﾙｷﾘｰ
