,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
DO,タイムトラベラー,刻の鍛え,魔獣,1,常時,自動成功,自身,なし,3,取得時に「種別：攻撃」「種別：支援」「種別：防御」からひとつ選択する。選択したアーツの効果に+1D6する。《繰り返すループ》を使用するたびに選択し直してもよい。,ﾀｲﾑﾄﾗﾍﾞﾗｰ
DO,タイムトラベラー,未来装備,ア,5,常時,自動成功,自身,なし,2,あなたはフルメタル装備と執行者装備からLv個までのアイテムを取得できるようになる。常備化に必要な経験点は通常どおり消費すること。,ﾀｲﾑﾄﾗﾍﾞﾗｰ
DO,タイムトラベラー,今度こそ救いを,20,1,効果参照,自動成功,単体,シーン,6,対象にダメージが適用された直後に使用する。そのダメージは対象の代わりにあなたに適用される。1シーンに1回まで使用でき、このアーツの対象は単体から変更できない。,ﾀｲﾑﾄﾗﾍﾞﾗｰ
DO,タイムトラベラー,運命の分岐点,純血,1,判定直後,自動成功,単体,シーン,愛,対象が行なった判定の達成値を+10または-10する。1シナリオに1回まで使用でき、使用後にあなたは【FP】を20点失う。,ﾀｲﾑﾄﾗﾍﾞﾗｰ
AD,タイムトラベラー,古の来訪者,なし,5,常時,自動成功,自身,なし,2,あなたの【技術】を-2(最低1)し、【技術】以外の【基本能力値】ひとつを+2する。プライマリブラッドがストレンジャーなら、さらに【FP】最大値を+[Lv×5+10]。,ﾀｲﾑﾄﾗﾍﾞﾗｰ
AD,タイムトラベラー,フューチャーテクノロジー,なし,5,常時,自動成功,自身,なし,2,あなたの【技術】を+2し、【技術】以外の【基本能力値】ひとつを-2(最低1)する。プライマリブラッドがストレンジャーなら、さらに【行動値】を+[Lv×3]する。,ﾀｲﾑﾄﾗﾍﾞﾗｰ
名探偵 - なぜか事件あるところに現れ、鮮やかに解決して颯爽と立ち去る“名探偵”をあらわすルーツ。(『ドミニオンズ』にて追加)。,,,,,,,,,,,
DO,名探偵,超推理,自動,1,判定直後,自動成功,自身,なし,4,あなたが行なった命中判定以外の【社会】判定をクリティカルに変更する。1シナリオに1回まで使用できる。,名探偵
DO,名探偵,あとひとつだけ質問が,なし,5,メジャー,【社会】+Lv,単体,シーン,3,[対象の【社会】+5]を難易度に情報収集判定を行なう。成功した場合、対象にひとつの質問ができる。この質問には正直に答えること。質問をする代わりに、対象のA値とG値をそのシナリオの間-5(最低0)してもよい。,名探偵
DO,名探偵,アリバイトリック,なし,1,イニシアチブ,自動成功,単体,シーン,5,対象は即座に通常移動か離脱移動を行なう。このとき、エンゲージの封鎖を無視する。1シーンに1回まで使用できる。,名探偵
DO,名探偵,入れ替わりトリック,なし,1,マイナー,自動成功,効果参照,シーン,4,シーン内のキャラクター2体を対象にする。対象それぞれの位置を入れ替える。これは移動とはみなされない。1シーンに1回まで使用できる。,名探偵
DO,名探偵,機械式トリック,なし,5,メジャー,自動成功,範囲,シーン,6,対象は【技術】で難易度[12+Lv×2]の判定を行ない、失敗すると【技術】属性のダメージを[Lv×5+15]点受ける。1シーンに1回まで使用できる。,名探偵
DO,名探偵,凶器消失トリック,なし,5,メジャー,自動成功,単体,シーン,6,対象は【回避値】で難易度[12+Lv×2]の判定を行ない、失敗すると【肉体】属性のダメージを[Lv×5+20]点受ける。1シーンに1回まで使用できる。,名探偵
DO,名探偵,惨劇の幕開け,なし,3,効果参照,自動成功,単体,シーン,4,対象の【FP】が0になった直後に使用する。そのシナリオ中、《●●トリック》の効果であらゆるキャラクターが受けるダメージは+5される。この効果は複数回使用された場合、Lv回まで重複する。,名探偵
DO,名探偵,死を呼ぶ職業,なし,1,常時,自動成功,自身,なし,3,あなたが登場しているシーンで、あなた以外のキャラクターが受けるダメージは+1D6される。《●●トリック》によるダメージの場合はさらに+【社会B】する。,名探偵
DO,名探偵,事件発生,なし,1,効果参照,自動成功,単体,効果参照,2,ドミニオンアーツが使用されたシーン内、またはその舞台裏の処理で使用し、その使用者が対象となる。そのシナリオ中、対象に関連するとGMが判断した情報収集判定において、あなたの達成値を+3する。1シナリオに1回まで使用できる。,名探偵
DO,名探偵,心理トリック,なし,5,メジャー,自動成功,範囲,シーン,3,対象は【社会】で難易度[12+Lv×2]の判定を行ない、失敗すると放心と狼狽を受ける。1シーンに1回まで使用できる。,名探偵
DO,名探偵,正義の裁き,攻撃,1,メジャー,【白兵】【射撃】,単体,武器,3,対象に白兵攻撃か射撃攻撃を行なう。この攻撃のダメージに+【社会B】し、1点でもダメージを与えた場合、さらに狼狽を与える。,名探偵
DO,名探偵,謎は解けた,なし,1,効果参照,自動成功,自身,なし,4,シーン内で《●●トリック》が使用されるか、アクシデントが発生した直後に使用する。その効果を打ち消し(アーツは使用されたものとみなす)、そのシナリオ中あなたの【社会】に+1する(【FP】は変化しない)。1シーンに1回まで使用でき、【社会】への修正は3回まで重複する。,名探偵
DO,名探偵,密室トリック,なし,5,マイナー,自動成功,単体,シーン,3,そのシーンの間、対象が存在するエンゲージを封鎖する。対象は敵とエンゲージしているものとして扱い、離脱移動を行なう場合は難易度[10+Lv×3]で【行動値】判定を行なう。1シーンに1回まで使用できる。,名探偵
DO,名探偵,ワトスン役,なし,1,判定直後,自動成功,自身,なし,2,あなたが行なった判定を振り直す。この時、振り直した後の達成値に+2する。1回の判定につき1回、1シナリオに3回まで使用できる。,名探偵
DO,名探偵,叙述トリック,20,3,マイナー,自動成功,[Lv+2]体,シーン,5,シーン内のキャラクター[Lv+2]体を対象にする。対象それぞれの位置をあなたの望むように入れ替える。これは移動とはみなされない。1シーンに1回まで使用できる。,名探偵
DO,名探偵,前代未聞のトリック,0,1,効果参照,自動成功,自身,なし,罪,《●●トリック》と同時に使用する。そのLvを+2(最大Lvを超えてもよい)して効果を算出する。,名探偵
DO,名探偵,謎はすべて解けた,純血,1,効果参照,自動成功,単体,シーン,罪,そのシナリオ中、あなたが名探偵のアーツの対象としたキャラクターのみ対象にできる。対象が「タイミング：メジャーアクション」以外のアーツかドミニオンアーツを使用した直後に使用し、その効果を打ち消す。アーツ自体は使用されたものとして扱う。1シナリオに1回まで使用できる。,名探偵
ヴィラン - 特異な信条やこだわり、すなわち 強烈なエゴに基づいて活動する超常的犯罪者。,,,,,,,,,,,
GF211,ヴィラン,スーパーヴィラン,選択、魔獣,3,常時,自動成功,自身,なし,Lv+1,《魔獣化》中、あなたの任意の【基本能力値】か【行動値】以外の【戦闘能力値】ひとつを+1(【FP】は変化しない)し、コスチュームスタイル(「DCD」P114)または《異界のコスチューム》で選択した防具を装備中、さらにあなたが行なう攻撃のダメージを+[Lv×3]する。,ｳﾞｨﾗﾝ
GF212,ヴィラン,ファントムシーフ,選択、魔獣,5,ムーブ,自動成功,自身,なし,2,あなたは隠密状態となって通常移動か離脱移動を行なう。敵とエンゲージ中でも隠密状態になれ、移動しても解除されない。また《魔獣化》中常に、あなたの【行動値】を+[Lv×2+2]する。,ｳﾞｨﾗﾝ
GF213,ヴィラン,悪党の美学,なし,5,常時,自動成功,自身,なし,2,あなたが自身の美学や信念に関わるエゴを持ち、それを破らないでいる間、あなたの【FP】とその最大値を+[Lv×5+10]し、束縛を受けない。どこまでがそれに該当するかはいずれもGMが判断する。,ｳﾞｨﾗﾝ
GF214,ヴィラン,悪漢参上！,魔獣,3,イニシアチブ,自動成功,範囲,シーン,4,対象に[翻弄：あなた]を与える。《大胆不敵な犯行予告》の効果中なら、この翻弄を打ち消したり回復した場合、対象は即座に[Lv×5]点の【FP】を失う。1ラウンド1回。,ｳﾞｨﾗﾝ
GF215,ヴィラン,あばよ、マヌケ！,魔獣,3,リアクション,【回避値】,自身,なし,2,あなたは達成値に+2して【回避値】でドッジを行なう。ドッジに成功した場合、あなたは即座に通常移動か離脱移動を行える。1ラウンドにLv回まで使用でき《大胆不敵な犯行予告》の効果中ならあなたの代わりに攻撃側のキャラクターを移動可能(移動先はあなたが決定)。,ｳﾞｨﾗﾝ
GF216,ヴィラン,一芸入魂,魔獣,3,常時,自動成功,自身,なし,2,取得時に武器または「種別：攻撃」のアーツから一つ選択し、それを使用した攻撃の命中判定に+Lv、ダメージに+1D6。《スーパーヴィラン》取得時、さらにその命中判定でクリティカルした際のダメージを+5する。,ｳﾞｨﾗﾝ
GF217,ヴィラン,ヴィランズコープ,ア,5,常時,自動成功,自身,なし,2,あなたはアイテム「情報コネクション」を情報収集判定以外のあらゆる判定にも使用でき、余分に[Lv×2]個常備化している。《ファントムシーフ》取得時、さらに情報コネクションを「タイミング：判定の直後」としても使用可能。,ｳﾞｨﾗﾝ
GF218,ヴィラン,この隙に頼むぜ,魔獣,1,効果参照,自動成功,単体,シーン,2,あなたが移動を行なった直後、または[翻弄：あなた]を与えた直後に使用する。あなた以外の対象が、次に行なう判定の達成値に+2(命中判定ならさらにその攻撃で与えるダメージに+1D6)する。この効果は1回でも発揮されるか、シーンが終了するまで持続する。,ｳﾞｨﾗﾝ
GF219,ヴィラン,サプライズテクニック,魔獣,5,マイナー,自動成功,単体,シーン,3,【行動値】が[あなたの【行動値】+(Lv×2)]以下の対象に狼狽を与える。クラード以外の対象は【FP】を即座に10点失う事で、この効果を打ち消せる(隠密状態で使用した場合は撃ち消せない)。,ｳﾞｨﾗﾝ
GF220,ヴィラン,シークレットオリジン,なし,1,効果参照,自動成功,自身,なし,4,取得には《スーパーヴィラン》が必要。あなたが未チェックのエゴを表現した直後に使用することで、GMの許可を得て即座に罪を得ることができる。これは1シーンに1点という罪の取得上限には数えない。1シナリオに1回まで使用可能。,ｳﾞｨﾗﾝ
GF221,ヴィラン,大胆不敵な犯行予告,なし,3,効果参照,自動成功,自身,なし,Lv+2,いつでも使用できる。そのシナリオのクライマックスフェイズの間、あなたが行なう判定の達成値を[Lv+1]し、あなたが攻撃から受けるダメージを+[Lv×4]する。1シナリオに1回まで使用できる。,ｳﾞｨﾗﾝ
GF222,ヴィラン,出番だ相棒！,魔獣、攻撃,5,メジャー,効果参照,範囲,シーン,3,使用時に【基本能力値】ひとつを選択する。対象に[選択した【基本能力値】+(Lv+1)D6]点のダメージを与える特殊攻撃を行なう。命中判定とドッジはその【基本能力値】で行い、この攻撃はクラードのA値を0として扱う。,ｳﾞｨﾗﾝ
GF223,ヴィラン,情無用の追い討ち,魔獣、支援,3,DR直後,自動成功,単体,シーン,2,自身以外の攻撃、または《出番だ相棒！》を使用した攻撃にのみ使用できる。対象が与えるダメージを+2D6し、その攻撃で何らかのBSを受けているキャラクターに与えるダメージがさらに+5される。1ラウンドLv回。,ｳﾞｨﾗﾝ
GF224,ヴィラン,振り向けばヤツがいる,なし,1,イニシアチブ,効果参照,自身,なし,2,あなたは【回避値】か【行動値】で難易度15の判定を行なう。成功した場合、あなたは通常移動か離脱移動を行い、隠密状態となる。失敗した場合、あなたは束縛を受ける。1シーン1回。,ｳﾞｨﾗﾝ
GF225,ヴィラン,ヤツはそれすら盗んでのけた,なし,1,効果参照,自動成功,自身,なし,0,取得には《ファントムシーフ》が必要。エンディングフェイズに使用する。あなたは2D6ヶ月間、裏社会の伝説となる。このアーツを取得時、あなたの財産点を+5。,ｳﾞｨﾗﾝ
GF226,ヴィラン,エゴをも奪う者,魔獣、20,1,効果参照,自動成功,単体,シーン,罪,対象がドミニオンアーツを使用した直後に使用する。対象は【FP】を[あなたの最も高い【基本能力値】×3]点失い、放心と狼狽を受ける。1シナリオ1回。,ｳﾞｨﾗﾝ
GF226,ヴィラン,一世一代の大仕掛け,純血、魔獣、攻撃,5,メジャー,【行動値】,シーン,シーン,7,対象に束縛を与え【FP】を[あなたの最も高い【基本能力値】+(Lv×2)D6]点失わせる特殊攻撃を行なう。対象は【社会】でドッジを行なう(ただし、[翻弄：あなた]を受けている対象はドッジを行えない)。1シナリオ1回。,ｳﾞｨﾗﾝ
呪われし者 - 何らかの頂上存在によって強力な呪いを身に受けてしまったものたち。使用の際は必ず「追加データ補足」シートに目を通すこと。,,,,,,,,,,,
GF214,呪われし者,呪痕：イモータルライフ,選択、回復,1,クリンナップ,自動成功,自身,なし,2,あなたがかりそめの死でも特別に使用できる。あなたの【FP】を4D6点回復する。かりそめの死ならかりそめの死を回復した上で前述の効果を適用し、6点の人間性を失う。このアーツを取得した場合、【FP】最大値を-10(最低1)。,呪われし者
GF215,呪われし者,呪痕：エクスチェンジ,選択,1,イニシアチブ,自動成功,自身,なし,2,取得時に【基本能力値】か、【行動値】以外の【戦闘能力値】から二つ選択する。シーン中、選択した値を入れ替える(【FP】は再計算しない。「タイミング：常時」以外のアーツやアイテムによる修正は入れ替え後に再適用)。再び使用することでこの効果は解除される。,呪われし者
GF216,呪われし者,呪痕：エターナルトラベラー,選択,1,イニシアチブ,自動成功,自身,なし,3,あなたは即座に通常移動か離脱移動を行なう。この時、封鎖の影響を受けず、シーンから即座に退場してもよい(クライマックスフェイズからは退場できない)。1ラウンド1回。,呪われし者
GF217,呪われし者,呪痕：オートマチックマーダー,選択,1,マイナー,自動成功,単体,至近,3,対象は【FP】を[あなたの最も高い【能力値B】+1D6]点失い、狼狽を受ける。1ラウンド1回。,呪われし者
GF218,呪われし者,呪痕：チェンジリング,選択、魔獣,1,常時,自動成功,自身,なし,0,あなたは《ストレンジアーツ》を自動的に取得する。この時「タイミング：常時」のアーツもコピーでき、種別が人間のブラッドのアーツはコピーできない。また、あなたはそのアーツのブラッドの種別を得る。すでに取得している場合、条件に合致するように選択しなおすこと。,呪われし者
GF219,呪われし者,呪痕：ディアボロスアーム,選択、魔獣,5,常時,自動成功,自身,なし,3,取得時に【基本能力値】一つを選択する。《魔獣化》中あなたの素手一つの攻撃力を[選択した【基本能力値】+(Lv+1)D6]、G値を[(Lv×2)+2]に変更し、命中判定とドッジ以外の判定の達成値を-[Lv+1]する。,呪われし者
GF220,呪われし者,呪痕：デスウーンズ,選択,1,イニシアチブ,自動成功,自身,なし,0,あなたは【FP】を3D6点失う。このアーツによって得られる反動ポイントは特別に2点となり、1シーンに最大2点の反動ポイントを得られる。,呪われし者
GF221,呪われし者,呪痕：プアーフェイト,選択,1,イニシアチブ,自動成功,自身,なし,0,あなたは財産点を1D6点失う。財産点が0点の時に使用した場合、あなたは迫害状態になる。このアーツによって得られる反動ポイントは特別に2点となり、1シーンに最大2点の反動ポイントを得られる。,呪われし者
GF222,呪われし者,呪痕：ペインフルセンス,選択,1,イニシアチブ,自動成功,自身,なし,0,あなたは人間性を1D6点失う。このアーツによって得られる反動ポイントは特別に2点となり、1シーンに最大2点の反動ポイントを得られる。,呪われし者
GF223,呪われし者,呪痕：ポリモーフ,選択,1,イニシアチブ,自動成功,自身,なし,2,シーン中、あなたの【白兵値】【射撃値】を-2、攻撃のダメージを-10(最低1)、【回避値】と情報収集判定の達成値を+2、【行動値】を+5する。再び使用することでこの効果は解除される。,呪われし者
GF224,呪われし者,痛みを知る者,なし,1,効果参照,自動成功,自身,なし,反動1,いつでも使用可能。そのシーン中あなたが使用する、自身以外を対象に含む「種別：回復」「種別：防御」「種別：支援」のアーツの効果を+[最も高い【能力値B】]する。,呪われし者
GF225,呪われし者,逆境に慣れし者,防御,1,DR直後,自動成功,自身,なし,効果参照,コストとして1~3点の反動ポイントを消費する。あなたが受けるダメージを+[消費した点数+2]D6点軽減する。,呪われし者
GF226,呪われし者,屈せざる者,なし,1,イニシアチブ,自動成功,自身,なし,反動1,そのシナリオ中あなたの【FP】と【FP】最大値を+10、A値を+3する。複数回使用した場合、この効果は3回まで重複する。,呪われし者
GF227,呪われし者,理不尽に怒る者,なし,1,DR直後,自動成功,自身,なし,効果参照,コストとして1~3点の反動ポイントを消費する。あなたが与え得るダメージに+[消費した点数+2]D6する。,呪われし者
GF228,呪われし者,我、呪われし者ゆえに,なし,1,効果参照,自動成功,自身,なし,1,あなたが自身の持つ《呪痕：〇〇》に関連したエゴの表現によって罪を獲得した際に使用する。あなたは1点の反動ポイントを得る(1シーン最大1点の制限に含まない)。どこまでが該当するかはGMが判断すること。,呪われし者
GF229,呪われし者,禍い転じて……,20,1,判定直後,自動成功,単体,シーン,反動1,対象が行なった判定の達成値を+5する。1ラウンド1回。,呪われし者
GF230,呪われし者,カースドディストーション,純血,1,効果参照,自動成功,自身,なし,反動5,いつでも使用可能。あなたは1点の罪を得る。1シナリオ1回。,呪われし者
帰還者 - 何らかのきっかけで異界、すなわち他のドミニオンに迷い込み、そして命を失うことなく戻って来た者が帰還者だ。彼らは異界から持ち帰った経験や物品、あるいはそこで受けた呪いや祝福を力に変える。,,,,,,,,,,,
GF195,帰還者,ゆきて戻りし者,自動、魔獣,1,常時,自動成功,自身,なし,2,あなたはストレンジャー共通のアーツから、名称に「異界の」を含む「種別：数字」でも「種別：純血」でもないアーツふたつを選択し、取得する。加えて、それらの効果で上昇または低下する【基本能力値】【戦闘能力値】をさらに±1する。,帰還者
GF195,帰還者,異界の土産,ア,3,常時,自動成功,自身,なし,Lv+1,取得に特定のブラッドやルーツが必要なアイテム（イレギュラーとハーミットに属するものは除く）から、常備化に必要な経験点の合計が[Lv×10+10]以下のアイテムを、最大Lv個まで取得する。プリブレイに決め直してもよい。これらは《魔獣化》中のみ装備、使用でき、《魔獣化》と同時に装備や交換が可能。,帰還者
GF195,帰還者,異界魔術,魔獣,3,効果参照,自動成功,自身,なし,2,「種別：魔法」のアーツまたは武器と同時に使用する。その効果またはダメージを+[もっとも高い【能力値B】]する。1ブロセスに1回、1ラウンドにLv回まで使用できる。,帰還者
GF195,帰還者,刻まれし呪痕,なし,3,判定直前,自動成功,自身,なし,2,あなたが何らかの判定を行なう直前に使用する。その達成値に+3し、あなたは4点の【FP】を失う。1ラウンドにLv回まで使用できる。,帰還者
GF195,帰還者,共に戻りし仲間,支援、防御,3,DR直後,自動成功,単体,シーン,3,対象が行なったダメージロールを+2D6、または-2D6する。1シーンにLv回まで使用できる。,帰還者
GF195,帰還者,持ち帰りしメソッド,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセス中、あなたが行なう攻撃のダメージを+[もっとも高い【能力値B】]する。それが《異界の流儀》を使用した攻撃なら、さらにその対象を範囲に変更してもよい。,帰還者
GF195,帰還者,垣間見たあの風景,20、魔獣,1,判定直後,自動成功,自身,なし,愛,あなたが行なった判定の出目ひとつを6に変更する。このアーツを取得し、かつあなたが帰還者以外のルーツを持たない場合、あなたは《ストレンジアーツ》で「種別：20」のアーツもコピーできる。,帰還者
GF195,帰還者,勝ち取りし至宝,ア,1,常時,自動成功,自身,なし,4,取得に特定のブラッドやルーツが必要なアイテム（イレギュラーとハーミットに属するものは除く）から、「購入：-/-」のものをひとつ選択し取得する。これらは《魔獣化》中のみ装備、使用でき、《魔獣化》と同時に装備や交換が可能。,帰還者
始原人(プライマル) - 広大な地底世界より来たる、原始の申し子達を表すルーツ。彼らは恐竜を操り、重火器よりも剣呑な石器を振るう、現代文明へのアンチテーゼの体現者でもある。,,,,,,,,,,,
GF24-2,始原人,原始の英雄,自動、魔獣,1,常時,自動成功,自身,なし,2,あなたの【FP】最大値を+【肉体】する。プライマリブラッドがストレンジャーの場合、さらに【肉体】を+2、【技術】を-2(最低1)する。,始原人
GF24-2,始原人,お前、トモダチ！,なし,1,効果参照,自動成功,単体,シーン,2,あなたが対象への絆を取得した直後に使用する。そのシナリオ中、あなたと対象が同時に登場しているシーンで、互いが行なうあらゆる判定の達成値に+1する。1シナリオ1回まで使用可能。,始原人
GF24-2,始原人,ジャングルパルクール,魔獣,3,イニシアチブ,自動成功,自身,なし,3,あなたは通常移動か離脱移動を行なう。またこのラウンド中、次に行なう判定を【肉体】で行える。1ラウンドにLV回まで使用でき、行動値修正が0未満の防具を装備中は使用不可。,始原人
GF24-2,始原人,ディノサウルラッシュ,魔獣,1,DR直後,自動成功,単体,至近,3,名称に「乗用恐竜」を含むアイテムか「友なる獣群」を装備中のみ使用可能。対象が行なったダメージに+【肉体】し、1点でもダメージを与えた場合、さらに狼狽を与える。1ラウンドに1回まで使用可能。,始原人
GF24-2,始原人,バーバリアンレイジ,魔獣、攻撃,1,メジャー,【白兵値】,単体,武器,2,対象に素手またはプライマル装備を使用した白兵攻撃を行なう。この攻撃のダメージに+【肉体】し、あなたは攻撃後に2D6点の【FP】を失う。,始原人
GF24-2,始原人,ワイルドトラップ,なし,5,効果参照,自動成功,単体,シーン,3,対象が移動を行なった直後に使用する。【肉体】が[あなたの【肉体】+(LV×2)]以下の対象に放心と束縛を与える。対象が「種別：巨大」なら、その【肉体】を5点低いものとして計算する。,始原人
GF24-2,始原人,吼え猛る叫魂,20、魔獣,3,効果参照,自動成功,自身,なし,3,名称に「叫魂石」を含むアイテムを装備中、攻撃の直前に使用する。その攻撃では攻撃対象の〈肉体〉属性のアーマー値を0としてダメージを算出する。1シーンにLV回まで使用可能。,始原人
GF24-2,始原人,太古の王者(ｷﾝｸﾞｵﾌﾞﾃﾞｽﾄﾛｲﾔｰ),純血、魔獣,3,マイナー,自動成功,自身,なし,5,そのシーン中、あなたの【肉体】を15として扱う(他のあらゆる修正は無視される)。1シナリオにLV回まで使用可能。,始原人
